82	507.167 978.288 -401.404
83	513.653 984.896 -401.508
84	520.103 991.434 -401.583
85	526.516 997.902 -401.63
86	532.893 1004.3 -401.649
87	539.233 1010.63 -401.641
88	545.539 1016.9 -401.607
89	551.808 1023.1 -401.546
90	558.043 1029.23 -401.46
91	564.242 1035.3 -401.349
92	570.408 1041.3 -401.213
93	576.538 1047.25 -401.053
94	582.635 1053.13 -400.87
95	588.698 1058.95 -400.663
96	594.728 1064.71 -400.433
97	600.724 1070.41 -400.181
98	606.687 1076.05 -399.907
99	612.617 1081.63 -399.611
100	618.515 1087.16 -399.294
101	624.381 1092.63 -398.956
102	630.214 1098.04 -398.598
103	636.015 1103.4 -398.219
104	641.785 1108.7 -397.821
105	647.523 1113.95 -397.403
106	653.23 1119.14 -396.966
107	658.906 1124.28 -396.51
108	664.551 1129.37 -396.036
109	670.166 1134.41 -395.543
110	675.75 1139.39 -395.032
111	681.303 1144.32 -394.504
112	686.827 1149.21 -393.958
113	692.32 1154.04 -393.395
114	697.784 1158.82 -392.815
115	703.219 1163.56 -392.218
116	708.624 1168.24 -391.605
117	713.999 1172.88 -390.976
118	719.346 1177.47 -390.331
119	724.664 1182.01 -389.67
120	729.953 1186.51 -388.994
121	735.214 1190.96 -388.303
122	740.446 1195.36 -387.596
123	745.65 1199.72 -386.875
124	750.826 1204.03 -386.139
125	755.974 1208.3 -385.389
126	761.094 1212.52 -384.625
127	766.186 1216.7 -383.847
128	771.251 1220.83 -383.055
129	776.289 1224.93 -382.249
130	781.299 1228.98 -381.43
131	786.282 1232.98 -380.598
132	791.238 1236.95 -379.752
133	796.168 1240.87 -378.894
134	801.07 1244.75 -378.023
135	805.946 1248.59 -377.14
136	810.796 1252.39 -376.244
137	815.619 1256.14 -375.336
138	820.416 1259.86 -374.416
139	825.187 1263.54 -373.483
140	829.932 1267.17 -372.54
141	834.651 1270.77 -371.584
142	839.345 1274.33 -370.617
143	844.012 1277.85 -369.639
144	848.654 1281.33 -368.65
145	853.271 1284.77 -367.649
146	857.862 1288.18 -366.638
147	862.428 1291.54 -365.615
148	866.969 1294.87 -364.583
149	871.485 1298.16 -363.539
150	875.976 1301.42 -362.485
151	880.442 1304.64 -361.421
152	884.883 1307.82 -360.347
153	889.3 1310.96 -359.263
154	893.692 1314.07 -358.169
155	898.06 1317.14 -357.065
156	902.403 1320.18 -355.951
157	906.722 1323.18 -354.828
158	911.017 1326.14 -353.695
159	915.288 1329.07 -352.553
160	919.534 1331.97 -351.401
161	923.757 1334.83 -350.241
162	927.956 1337.65 -349.071
163	932.131 1340.45 -347.893
164	936.282 1343.2 -346.705
165	940.41 1345.93 -345.509
166	944.514 1348.62 -344.304
167	948.594 1351.27 -343.091
168	952.652 1353.9 -341.869
169	956.685 1356.49 -340.639
170	960.696 1359.04 -339.4
171	964.683 1361.57 -338.154
172	968.648 1364.06 -336.899
173	972.589 1366.52 -335.636
174	976.507 1368.95 -334.365
175	980.402 1371.34 -333.087
176	984.274 1373.7 -331.8
177	988.124 1376.03 -330.506
178	991.951 1378.33 -329.204
179	995.755 1380.6 -327.895
180	999.536 1382.84 -326.579
181	1003.3 1385.04 -325.255
182	1007.03 1387.21 -323.923
183	1010.75 1389.36 -322.585
184	1014.44 1391.47 -321.239
185	1018.11 1393.55 -319.886
186	1021.75 1395.6 -318.526
187	1025.38 1397.62 -317.16
188	1028.98 1399.61 -315.786
189	1032.56 1401.57 -314.406
190	1036.12 1403.5 -313.019
191	1039.66 1405.4 -311.625
192	1043.17 1407.27 -310.225
193	1046.66 1409.12 -308.818
194	1050.13 1410.93 -307.404
195	1053.58 1412.71 -305.985
196	1057.01 1414.46 -304.559
197	1060.41 1416.19 -303.126
198	1063.8 1417.88 -301.688
199	1067.16 1419.55 -300.243
200	1070.5 1421.19 -298.793
201	1073.82 1422.79 -297.336
202	1077.11 1424.38 -295.873
203	1080.39 1425.93 -294.404
204	1083.64 1427.45 -292.93
205	1086.88 1428.95 -291.45
206	1090.09 1430.41 -289.964
207	1093.28 1431.85 -288.472
208	1096.45 1433.26 -286.975
209	1099.59 1434.65 -285.472
210	1102.72 1436 -283.964
211	1105.82 1437.33 -282.45
212	1108.91 1438.63 -280.931
213	1111.97 1439.9 -279.406
214	1115.01 1441.15 -277.876
215	1118.03 1442.37 -276.341
216	1121.03 1443.56 -274.801
217	1124.01 1444.73 -273.255
218	1126.97 1445.86 -271.704
219	1129.9 1446.97 -270.149
220	1132.82 1448.06 -268.588
221	1135.71 1449.11 -267.023
222	1138.59 1450.14 -265.452
223	1141.44 1451.15 -263.877
224	1144.27 1452.13 -262.296
225	1147.08 1453.08 -260.711
226	1149.88 1454 -259.122
227	1152.64 1454.9 -257.527
228	1155.39 1455.77 -255.928
229	1158.12 1456.62 -254.325
230	1160.83 1457.44 -252.717
231	1163.52 1458.23 -251.104
232	1166.18 1459 -249.487
233	1168.83 1459.74 -247.866
234	1171.45 1460.46 -246.24
235	1174.06 1461.15 -244.609
236	1176.64 1461.82 -242.975
237	1179.2 1462.46 -241.336
238	1181.75 1463.07 -239.693
239	1184.27 1463.66 -238.046
240	1186.77 1464.22 -236.395
241	1189.25 1464.76 -234.74
242	1191.71 1465.28 -233.08
243	1194.15 1465.76 -231.417
244	1196.57 1466.23 -229.75
245	1198.97 1466.66 -228.078
246	1201.35 1467.08 -226.403
247	1203.71 1467.46 -224.724
248	1206.05 1467.83 -223.042
249	1208.37 1468.17 -221.355
250	1210.66 1468.48 -219.665
251	1212.94 1468.77 -217.971
252	1215.2 1469.03 -216.273
253	1217.43 1469.27 -214.572
254	1219.65 1469.49 -212.867
255	1221.84 1469.68 -211.159
256	1224.02 1469.84 -209.447
257	1226.17 1469.98 -207.731
258	1228.31 1470.1 -206.012
259	1230.42 1470.19 -204.29
260	1232.52 1470.26 -202.564
261	1234.59 1470.31 -200.835
262	1236.64 1470.33 -199.103
263	1238.68 1470.32 -197.368
264	1240.69 1470.3 -195.629
265	1242.68 1470.24 -193.887
266	1244.65 1470.17 -192.142
267	1246.61 1470.07 -190.393
268	1248.54 1469.94 -188.642
269	1250.45 1469.79 -186.888
270	1252.34 1469.62 -185.13
271	1254.21 1469.43 -183.37
272	1256.06 1469.21 -181.606
273	1257.89 1468.96 -179.84
274	1259.7 1468.7 -178.07
275	1261.49 1468.41 -176.298
276	1263.26 1468.09 -174.523
277	1265 1467.75 -172.745
278	1266.73 1467.39 -170.965
279	1268.44 1467.01 -169.181
280	1270.13 1466.6 -167.395
281	1271.8 1466.16 -165.607
282	1273.44 1465.71 -163.815
283	1275.07 1465.23 -162.021
284	1276.67 1464.73 -160.225
285	1278.26 1464.2 -158.425
286	1279.82 1463.65 -156.624
287	1281.37 1463.08 -154.819
288	1282.89 1462.48 -153.013
289	1284.4 1461.86 -151.204
290	1285.88 1461.22 -149.392
291	1287.34 1460.55 -147.578
292	1288.79 1459.87 -145.762
293	1290.21 1459.15 -143.944
294	1291.61 1458.42 -142.123
295	1292.99 1457.66 -140.3
296	1294.35 1456.88 -138.474
297	1295.69 1456.07 -136.647
298	1297.01 1455.24 -134.817
299	1298.31 1454.39 -132.985
300	1299.59 1453.52 -131.151
301	1300.85 1452.62 -129.315
302	1302.08 1451.7 -127.477
303	1303.3 1450.76 -125.637
304	1304.5 1449.79 -123.795
305	1305.67 1448.8 -121.951
306	1306.82 1447.79 -120.105
307	1307.96 1446.75 -118.257
308	1309.07 1445.7 -116.407
309	1310.16 1444.61 -114.556
310	1311.23 1443.51 -112.702
311	1312.28 1442.38 -110.847
312	1313.31 1441.23 -108.99
313	1314.32 1440.06 -107.131
314	1315.31 1438.86 -105.271
315	1316.28 1437.65 -103.409
316	1317.22 1436.4 -101.545
317	1318.15 1435.14 -99.6797
318	1319.05 1433.85 -97.8128
319	1319.93 1432.54 -95.9443
320	1320.8 1431.21 -94.0743
321	1321.64 1429.85 -92.2027
322	1322.46 1428.48 -90.3297
323	1323.26 1427.07 -88.4553
324	1324.03 1425.65 -86.5794
325	1324.79 1424.2 -84.7021
326	1325.52 1422.73 -82.8235
327	1326.24 1421.24 -80.9436
328	1326.93 1419.72 -79.0623
329	1327.6 1418.18 -77.1798
330	1328.25 1416.62 -75.296
331	1328.88 1415.04 -73.4111
332	1329.48 1413.43 -71.5249
333	1330.07 1411.8 -69.6376
334	1330.63 1410.15 -67.7491
335	1331.18 1408.47 -65.8596
336	1331.7 1406.77 -63.969
337	1332.19 1405.05 -62.0773
338	1332.67 1403.31 -60.1847
339	1333.13 1401.54 -58.291
340	1333.56 1399.75 -56.3964
341	1333.97 1397.94 -54.5009
342	1334.36 1396.1 -52.6045
343	1334.73 1394.24 -50.7072
344	1335.08 1392.36 -48.8091
345	1335.4 1390.46 -46.9102
346	1335.7 1388.53 -45.0105
347	1335.98 1386.58 -43.1101
348	1336.24 1384.61 -41.2089
349	1336.48 1382.61 -39.3071
350	1336.69 1380.59 -37.4046
351	1336.88 1378.55 -35.5015
352	1337.05 1376.48 -33.5978
353	1337.19 1374.39 -31.6935
354	1337.32 1372.28 -29.7887
355	1337.42 1370.15 -27.8835
356	1337.5 1367.99 -25.9777
357	1337.56 1365.81 -24.0715
358	1337.59 1363.6 -22.1649
359	1337.6 1361.38 -20.2579
360	1337.59 1359.13 -18.3505
361	1337.55 1356.85 -16.4429
362	1337.5 1354.56 -14.535
363	1337.42 1352.24 -12.6268
364	1337.31 1349.89 -10.7184
365	1337.19 1347.53 -8.80981
366	1337.04 1345.14 -6.90108
367	1336.86 1342.72 -4.99223
368	1336.67 1340.29 -3.08329
369	1336.45 1337.82 -1.1743
370	1336.2 1335.34 0.734716
371	1335.94 1332.83 2.64372
372	1335.65 1330.3 4.55267
373	1335.33 1327.75 6.46154
374	1335 1325.17 8.3703
375	1334.64 1322.57 10.2789
376	1334.25 1319.95 12.1873
377	1333.84 1317.3 14.0955
378	1333.41 1314.63 16.0035
379	1332.95 1311.93 17.9112
380	1332.47 1309.21 19.8185
381	1331.97 1306.47 21.7255
382	1331.44 1303.7 23.6321
383	1330.88 1300.91 25.5382
384	1330.31 1298.1 27.4439
385	1329.7 1295.26 29.3491
386	1329.08 1292.4 31.2537
387	1328.43 1289.51 33.1578
388	1327.75 1286.6 35.0612
389	1327.05 1283.66 36.964
390	1326.32 1280.7 38.8661
391	1325.57 1277.72 40.7675
392	1324.79 1274.71 42.668
393	1323.99 1271.68 44.5678
394	1323.16 1268.63 46.4667
395	1322.31 1265.55 48.3648
396	1321.43 1262.44 50.2618
397	1320.53 1259.31 52.158
398	1319.6 1256.16 54.0531
399	1318.65 1252.98 55.9471
400	1317.67 1249.78 57.8401
401	1316.66 1246.55 59.7319
402	1315.63 1243.3 61.6225
403	1314.57 1240.02 63.5119
404	1313.48 1236.72 65.4
405	1312.37 1233.4 67.2868
406	1311.23 1230.04 69.1723
407	1310.07 1226.67 71.0563
408	1308.87 1223.27 72.9389
409	1307.66 1219.84 74.82
410	1306.41 1216.39 76.6995
411	1305.14 1212.91 78.5775
412	1303.84 1209.41 80.4538
413	1302.51 1205.88 82.3284
414	1301.15 1202.33 84.2013
415	1299.77 1198.75 86.0724
416	1298.36 1195.15 87.9417
417	1296.92 1191.52 89.8091
418	1295.46 1187.86 91.6745
419	1293.96 1184.18 93.538
420	1292.44 1180.47 95.3994
421	1290.89 1176.74 97.2587
422	1289.31 1172.98 99.1159
423	1287.7 1169.19 100.971
424	1286.06 1165.38 102.824
425	1284.4 1161.54 104.674
426	1282.7 1157.68 106.522
427	1280.98 1153.79 108.368
428	1279.23 1149.87 110.211
429	1277.44 1145.93 112.051
430	1275.63 1141.96 113.889
431	1273.79 1137.96 115.724
432	1271.91 1133.94 117.557
433	1270.01 1129.89 119.387
434	1268.08 1125.81 121.214
435	1266.11 1121.71 123.037
436	1264.12 1117.57 124.858
437	1262.09 1113.41 126.676
438	1260.04 1109.23 128.491
439	1257.95 1105.01 130.303
440	1255.83 1100.77 132.111
441	1253.68 1096.5 133.916
442	1251.49 1092.2 135.718
443	1249.28 1087.88 137.516
444	1247.03 1083.53 139.311
445	1244.75 1079.14 141.102
446	1242.44 1074.73 142.889
447	1240.1 1070.3 144.673
448	1237.72 1065.83 146.452
449	1235.31 1061.33 148.228
450	1232.86 1056.81 150
451	1230.38 1052.26 151.767
452	1227.87 1047.68 153.531
453	1225.33 1043.06 155.29
454	1222.75 1038.42 157.045
455	1220.13 1033.75 158.795
456	1217.48 1029.06 160.541
457	1214.8 1024.33 162.283
458	1212.08 1019.57 164.019
459	1209.32 1014.78 165.751
460	1206.53 1009.96 167.478
461	1203.7 1005.11 169.2
462	1200.84 1000.24 170.916
463	1197.94 995.326 172.628
464	1195 990.386 174.334
465	1192.02 985.416 176.035
466	1189.01 980.414 177.73
467	1185.96 975.382 179.42
468	1182.88 970.318 181.104
469	1179.75 965.222 182.782
470	1176.59 960.096 184.454
471	1173.38 954.937 186.12
472	1170.14 949.747 187.78
473	1166.86 944.524 189.433
474	1163.54 939.269 191.08
475	1160.17 933.982 192.72
476	1156.77 928.662 194.354
477	1153.33 923.309 195.981
478	1149.84 917.923 197.6
479	1146.32 912.504 199.213
480	1142.75 907.052 200.818
481	1139.14 901.566 202.416
482	1135.48 896.046 204.006
483	1131.79 890.492 205.589
484	1128.05 884.904 207.163
485	1124.26 879.281 208.73
486	1120.43 873.624 210.288
487	1116.56 867.932 211.838
488	1112.64 862.205 213.379
489	1108.68 856.442 214.912
490	1104.67 850.644 216.435
491	1100.61 844.81 217.95
492	1096.51 838.939 219.455
493	1092.36 833.033 220.951
494	1088.16 827.09 222.437
495	1083.91 821.11 223.913
496	1079.62 815.093 225.379
497	1075.27 809.038 226.834
498	1070.87 802.946 228.279
499	1066.43 796.816 229.713
500	1061.93 790.647 231.137
500	1061.93 790.647 231.137
501	1057.38 784.44 232.548
502	1052.78 778.194 233.949
503	1048.12 771.909 235.337
504	1043.41 765.585 236.714
505	1038.65 759.22 238.078
506	1033.83 752.816 239.43
507	1028.96 746.371 240.769
508	1024.03 739.885 242.095
509	1019.04 733.359 243.407
510	1014 726.79 244.705
511	1008.89 720.18 245.99
512	1003.73 713.528 247.259
513	998.509 706.833 248.515
514	993.227 700.095 249.755
515	987.883 693.313 250.979
516	982.476 686.488 252.188
517	977.006 679.618 253.38
518	971.472 672.704 254.556
519	965.872 665.745 255.715
520	960.207 658.74 256.856
521	954.475 651.689 257.979
522	948.674 644.592 259.084
523	942.805 637.448 260.17
524	936.865 630.257 261.237
525	930.855 623.017 262.284
526	924.771 615.729 263.31
527	918.615 608.392 264.316
528	912.383 601.006 265.3
529	906.076 593.569 266.262
530	899.691 586.082 267.201
531	893.227 578.544 268.117
532	886.684 570.954 269.008
533	880.059 563.312 269.875
534	873.352 555.616 270.717
535	866.559 547.867 271.533
536	859.681 540.063 272.321
537	852.716 532.205 273.082
538	845.661 524.29 273.814
539	838.515 516.319 274.517
540	831.276 508.291 275.189
541	823.942 500.205 275.83
542	816.511 492.06 276.439
543	808.982 483.856 277.014
544	801.351 475.591 277.554
545	793.618 467.265 278.059
546	785.779 458.877 278.527
547	777.832 450.426 278.956
548	769.774 441.911 279.346
549	761.604 433.331 279.695
550	753.317 424.685 280.001
551	744.912 415.972 280.264
552	736.385 407.191 280.48
553	727.733 398.341 280.649
554	718.953 389.421 280.768
555	710.041 380.43 280.836
556	700.994 371.366 280.85
557	691.808 362.228 280.809
558	682.478 353.015 280.709
559	673.001 343.726 280.549
560	663.371 334.359 280.325
561	653.585 324.914 280.035
562	643.637 315.387 279.675
563	633.521 305.779 279.243
564	623.233 296.087 278.735
565	612.765 286.31 278.146
566	602.112 276.447 277.473
567	591.267 266.495 276.712
568	580.221 256.453 275.857
569	568.969 246.32 274.904
570	557.5 236.093 273.846
571	545.807 225.771 272.677
572	533.879 215.351 271.392
573	521.705 204.833 269.981
574	509.275 194.214 268.438
575	496.576 183.493 266.753
576	483.595 172.668 264.917
577	470.317 161.736 262.918
578	456.727 150.697 260.744
579	442.806 139.549 258.381
580	428.535 128.291 255.814
581	413.894 116.922 253.026
582	398.858 105.442 249.996
583	383.401 93.8504 246.703
584	367.494 82.1489 243.12
585	351.103 70.3396 239.216
586	334.192 58.4262 234.958
587	316.717 46.4147 230.303
588	298.631 34.3139 225.203
589	279.876 22.1369 219.599
590	260.389 9.90278 213.42
591	240.095 -2.36101 206.577
592	218.905 -14.6145 198.963
593	196.716 -26.7991 190.439
594	173.407 -38.8278 180.828
595	148.837 -50.5686 169.897
596	122.845 -61.817 157.336
597	95.2607 -72.2469 142.72
598	65.9381 -81.3225 125.469
599	34.8558 -88.1418 104.796
600	2.39017 -91.1874 79.73
601	-30.0706 -88.1121 49.4526
602	-59.3573 -76.3028 14.4379
603	-81.3553 -55.2022 -22.2829
604	-94.2789 -27.7802 -56.6582
605	-99.608 2.05965 -86.6229
606	-99.7511 31.9123 -112.18
607	-96.5697 60.7734 -134.06
608	-91.2561 88.3368 -153.017
609	-84.5469 114.578 -169.658
610	-76.9037 139.573 -184.442
611	-68.6239 163.427 -197.712
612	-59.9052 186.247 -209.727
613	-50.8828 208.132 -220.686
614	-41.6511 229.17 -230.745
615	-32.2781 249.437 -240.027
616	-22.8132 269 -248.631
617	-13.2928 287.919 -256.639
618	-3.7446 306.245 -264.117
619	5.81075 324.022 -271.122
620	15.3573 341.29 -277.702
621	24.8827 358.085 -283.895
622	34.3776 374.437 -289.738
623	43.8347 390.375 -295.259
624	53.248 405.923 -300.486
625	62.6134 421.104 -305.441
626	71.9273 435.938 -310.145
627	81.1871 450.444 -314.615
628	90.3909 464.639 -318.867
629	99.5371 478.538 -322.917
630	108.625 492.155 -326.776
631	117.653 505.503 -330.456
632	126.622 518.595 -333.969
633	135.53 531.44 -337.323
634	144.379 544.05 -340.528
635	153.167 556.433 -343.59
636	161.896 568.599 -346.519
637	170.565 580.556 -349.32
638	179.175 592.311 -352
639	187.726 603.872 -354.565
640	196.219 615.245 -357.019
641	204.654 626.438 -359.368
642	213.032 637.454 -361.616
643	221.353 648.301 -363.768
644	229.618 658.984 -365.828
645	237.827 669.507 -367.8
646	245.982 679.875 -369.686
647	254.082 690.093 -371.49
648	262.128 700.165 -373.216
649	270.121 710.095 -374.866
650	278.062 719.886 -376.444
651	285.95 729.543 -377.95
652	293.787 739.069 -379.389
653	301.574 748.467 -380.762
654	309.31 757.74 -382.072
655	316.996 766.892 -383.32
656	324.633 775.924 -384.509
657	332.222 784.841 -385.641
658	339.762 793.644 -386.716
659	347.255 802.336 -387.738
660	354.701 810.919 -388.707
661	362.101 819.396 -389.625
662	369.455 827.769 -390.494
663	376.763 836.041 -391.314
664	384.026 844.212 -392.088
665	391.245 852.286 -392.816
666	398.419 860.263 -393.5
667	405.55 868.146 -394.141
668	412.638 875.937 -394.741
669	419.683 883.638 -395.299
670	426.686 891.249 -395.817
671	433.647 898.773 -396.297
672	440.566 906.21 -396.738
673	447.445 913.564 -397.143
674	454.282 920.834 -397.512
675	461.08 928.023 -397.845
676	467.837 935.131 -398.144
677	474.555 942.16 -398.409
678	481.234 949.112 -398.641
679	487.874 955.987 -398.842
680	494.476 962.786 -399.01
681	501.039 969.512 -399.148
682	507.565 976.164 -399.256
683	514.053 982.744 -399.335
684	520.504 989.253 -399.384
685	526.918 995.692 -399.405
686	533.296 1002.06 -399.399
687	539.637 1008.36 -399.365
688	545.942 1014.6 -399.305
689	552.212 1020.77 -399.219
690	558.447 1026.87 -399.107
691	564.646 1032.91 -398.97
692	570.811 1038.88 -398.809
693	576.941 1044.8 -398.623
694	583.036 1050.65 -398.414
695	589.098 1056.44 -398.181
696	595.126 1062.16 -397.926
697	601.121 1067.83 -397.648
698	607.082 1073.44 -397.349
699	613.01 1078.99 -397.027
700	618.905 1084.49 -396.685
701	624.768 1089.92 -396.321
702	630.599 1095.3 -395.937
703	636.397 1100.63 -395.533
704	642.163 1105.89 -395.109
705	647.898 1111.11 -394.665
706	653.601 1116.27 -394.202
707	659.273 1121.38 -393.721
708	664.914 1126.43 -393.221
709	670.524 1131.43 -392.702
710	676.103 1136.38 -392.166
711	681.652 1141.28 -391.612
712	687.17 1146.13 -391.04
713	692.658 1150.92 -390.452
714	698.117 1155.67 -389.846
715	703.545 1160.37 -389.224
716	708.944 1165.02 -388.585
717	714.314 1169.62 -387.931
718	719.654 1174.17 -387.26
719	724.965 1178.68 -386.574
720	730.248 1183.14 -385.872
721	735.501 1187.55 -385.155
722	740.726 1191.92 -384.423
723	745.922 1196.24 -383.677
724	751.09 1200.51 -382.916
725	756.23 1204.74 -382.14
726	761.342 1208.93 -381.35
727	766.426 1213.07 -380.547
728	771.483 1217.16 -379.729
729	776.511 1221.22 -378.898
730	781.513 1225.23 -378.054
731	786.487 1229.19 -377.196
732	791.433 1233.12 -376.326
733	796.353 1237 -375.442
734	801.246 1240.84 -374.546
735	806.112 1244.64 -373.637
736	810.951 1248.4 -372.716
737	815.764 1252.12 -371.783
738	820.55 1255.79 -370.837
739	825.31 1259.43 -369.88
740	830.044 1263.03 -368.911
741	834.751 1266.58 -367.93
742	839.433 1270.1 -366.938
743	844.089 1273.58 -365.935
744	848.719 1277.02 -364.92
745	853.323 1280.42 -363.895
746	857.902 1283.78 -362.858
747	862.456 1287.11 -361.811
748	866.984 1290.39 -360.753
749	871.487 1293.64 -359.685
750	875.964 1296.85 -358.606
751	880.417 1300.03 -357.517
752	884.844 1303.17 -356.418
753	889.247 1306.27 -355.309
754	893.625 1309.33 -354.19
755	897.979 1312.36 -353.061
756	902.307 1315.35 -351.922
757	906.612 1318.31 -350.774
758	910.891 1321.23 -349.617
759	915.147 1324.12 -348.45
760	919.378 1326.97 -347.274
761	923.585 1329.78 -346.089
762	927.768 1332.56 -344.894
763	931.927 1335.31 -343.691
764	936.062 1338.02 -342.479
765	940.173 1340.7 -341.258
766	944.261 1343.35 -340.029
767	948.324 1345.96 -338.791
768	952.364 1348.53 -337.545
769	956.381 1351.08 -336.29
770	960.374 1353.59 -335.027
771	964.343 1356.07 -333.756
772	968.29 1358.51 -332.477
773	972.213 1360.92 -331.19
774	976.112 1363.3 -329.895
775	979.989 1365.65 -328.592
776	983.842 1367.97 -327.281
777	987.673 1370.25 -325.963
778	991.48 1372.5 -324.637
779	995.265 1374.72 -323.303
780	999.027 1376.91 -321.963
781	1002.77 1379.06 -320.614
782	1006.48 1381.19 -319.259
783	1010.18 1383.28 -317.896
784	1013.85 1385.35 -316.527
785	1017.49 1387.38 -315.15
786	1021.12 1389.38 -313.766
787	1024.72 1391.35 -312.375
788	1028.31 1393.29 -310.978
789	1031.86 1395.2 -309.574
790	1035.4 1397.08 -308.163
791	1038.91 1398.94 -306.745
792	1042.41 1400.76 -305.321
793	1045.88 1402.55 -303.89
794	1049.32 1404.31 -302.453
795	1052.75 1406.04 -301.01
796	1056.15 1407.74 -299.56
797	1059.53 1409.41 -298.104
798	1062.89 1411.06 -296.642
799	1066.23 1412.67 -295.174
800	1069.55 1414.26 -293.7
801	1072.84 1415.81 -292.22
802	1076.11 1417.34 -290.734
803	1079.37 1418.84 -289.242
804	1082.59 1420.31 -287.744
805	1085.8 1421.76 -286.24
806	1088.99 1423.17 -284.731
807	1092.15 1424.56 -283.216
808	1095.29 1425.91 -281.695
809	1098.42 1427.24 -280.169
810	1101.51 1428.55 -278.638
811	1104.59 1429.82 -277.101
812	1107.65 1431.07 -275.559
813	1110.69 1432.29 -274.011
814	1113.7 1433.48 -272.458
815	1116.69 1434.64 -270.9
816	1119.66 1435.78 -269.337
817	1122.61 1436.89 -267.768
818	1125.54 1437.97 -266.195
819	1128.45 1439.03 -264.616
820	1131.34 1440.05 -263.033
821	1134.2 1441.05 -261.444
822	1137.05 1442.03 -259.851
823	1139.87 1442.98 -258.253
824	1142.67 1443.9 -256.65
825	1145.45 1444.79 -255.043
826	1148.21 1445.66 -253.431
827	1150.95 1446.5 -251.814
828	1153.67 1447.32 -250.192
829	1156.37 1448.11 -248.566
830	1159.04 1448.87 -246.936
831	1161.7 1449.6 -245.301
832	1164.33 1450.31 -243.662
833	1166.95 1451 -242.018
834	1169.54 1451.66 -240.37
835	1172.11 1452.29 -238.717
836	1174.66 1452.9 -237.061
837	1177.19 1453.48 -235.4
838	1179.7 1454.03 -233.735
839	1182.19 1454.56 -232.066
840	1184.66 1455.07 -230.393
841	1187.11 1455.54 -228.716
842	1189.53 1456 -227.034
843	1191.94 1456.43 -225.349
844	1194.32 1456.83 -223.66
845	1196.69 1457.21 -221.967
846	1199.03 1457.56 -220.271
847	1201.35 1457.88 -218.57
848	1203.65 1458.19 -216.866
849	1205.94 1458.46 -215.158
850	1208.2 1458.71 -213.446
851	1210.44 1458.94 -211.731
852	1212.66 1459.14 -210.012
853	1214.86 1459.32 -208.289
854	1217.03 1459.47 -206.563
855	1219.19 1459.6 -204.833
856	1221.33 1459.7 -203.1
857	1223.44 1459.78 -201.364
858	1225.54 1459.83 -199.624
859	1227.62 1459.86 -197.88
860	1229.67 1459.87 -196.134
861	1231.7 1459.85 -194.384
862	1233.72 1459.8 -192.631
863	1235.71 1459.74 -190.875
864	1237.68 1459.64 -189.115
865	1239.63 1459.53 -187.352
866	1241.56 1459.38 -185.587
